Year;Attribut; Value ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 58 703 787 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 59 115 298 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 9 569 767 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 9 684 141 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 9 790 091 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 9 869 232 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 9 920 691 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 9 956 283 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 9 997 630 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 10 055 396 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 10 112 414 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 10 156 440 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 10 174 439 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 10 168 349 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 10 140 569 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 10 090 072 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 10 030 343 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 9 971 525 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 9 900 918 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 9 818 041 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 9 724 822 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 9 644 475 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 9 595 365 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 9 568 315 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 9 548 817 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 9 528 891 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 9 511 936 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 9 497 417 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 9 485 266 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 9 482 999 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 5 098 680 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 5 241 324 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 5 383 110 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 5 498 434 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 5 625 041 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 5 794 283 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 5 974 862 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 6 154 739 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 6 314 275 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 6 467 595 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 6 627 516 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 6 801 092 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 6 981 762 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 7 165 025 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 7 346 266 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 7 533 488 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 7 718 495 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 7 893 529 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 8 071 273 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 8 266 307 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 8 487 972 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 8 739 959 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 9 013 221 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 9 297 189 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 9 588 202 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 9 893 402 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 10 225 636 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 10 585 104 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 233 946 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 241 399 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 248 617 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 255 983 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 263 371 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 271 156 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 278 847 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 286 568 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 294 514 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 302 350 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 310 360 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 318 933 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 327 818 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 336 618 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 345 369 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 354 253 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 362 785 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 371 563 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 380 328 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 389 269 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 398 435 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 407 947 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 417 658 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 427 830 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 437 937 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 448 304 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 458 770 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 469 099 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 1 427 644 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 1 465 344 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 1 503 300 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 1 543 664 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 1 583 547 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 1 624 047 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 1 662 927 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 1 699 856 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 1 735 296 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 1 773 925 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 1 818 008 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 1 866 641 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 1 915 946 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 1 966 110 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 2 015 727 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 2 066 645 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 2 117 523 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 2 173 398 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 2 228 727 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 2 284 027 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 2 336 014 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 2 387 613 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 2 440 554 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 2 495 280 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 2 554 460 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 2 614 065 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 2 677 208 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 2 743 114 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 132 993 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 135 857 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 138 454 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 140 806 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 143 010 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 145 063 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 146 704 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 148 042 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 149 109 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 150 022 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 151 038 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 151 975 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 152 992 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 153 960 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 154 974 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 156 214 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 157 516 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 158 872 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 160 390 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 162 067 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 163 932 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 165 829 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 167 782 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 169 639 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 171 480 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 173 154 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 174 950 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 176 655 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 2 156 022 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 2 156 069 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 2 156 940 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 2 159 191 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 2 163 827 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 2 171 133 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 2 180 631 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 2 190 943 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 2 201 752 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 2 213 289 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 2 225 164 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 2 228 885 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 2 220 492 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 2 207 952 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 2 199 575 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 2 203 687 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 2 221 177 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 2 244 819 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 2 271 314 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 2 297 422 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 2 319 298 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 2 338 269 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 2 356 603 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 2 374 274 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 2 391 520 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 2 408 114 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 2 423 593 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 2 437 917 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 13 011 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 13 467 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 13 941 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 14 446 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 14 978 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 15 551 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 16 148 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 16 775 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 17 443 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 18 158 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 18 950 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 19 811 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 20 714 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 21 679 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 22 702 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 23 800 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 24 953 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 26 170 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 27 451 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 28 784 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 30 183 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 31 645 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 33 175 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 34 770 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 36 446 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 38 174 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 39 946 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 41 791 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 74 160 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 61 092 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 64 832 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 70 523 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 75 864 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 80 769 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 83 030 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 85 135 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 87 092 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 87 653 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 89 576 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 94 198 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 102 746 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 111 004 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 114 286 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 117 740 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 120 749 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 124 987 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 129 482 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 133 495 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 137 517 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 141 138 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 144 929 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 148 488 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 151 935 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 155 627 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 160 106 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 165 618 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 76 220 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 76 088 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 75 623 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 74 814 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 73 798 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 72 869 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 72 310 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 72 099 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 72 112 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 72 291 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 72 522 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 72 370 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 71 831 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 71 032 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 70 133 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 69 334 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 68 531 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 67 665 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 66 780 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 66 037 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 65 456 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 64 957 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 64 494 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 64 057 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 63 669 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 63 361 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 63 150 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 63 022 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 1 384 759 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 1 440 981 ;;;;;;;;;
